order,value
2850,5
2851,42
2852,14
2853,25
2854,46
2855,61
2856,44
2857,53
2858,66
2859,61
2860,61
2861,62
2862,57
2863,66
2864,62
2865,59
2866,64
2867,53
2868,53
2869,55
2870,61
2871,33
2872,16
2873,37
2874,0
2875,27
2876,35
2877,57
2878,57
2879,37
2880,29
2881,44
2882,59
2883,57
2884,68
2885,49
2886,5
2887,11
2888,35
2889,37
2890,40
2891,5
2892,20
2893,40
2894,48
2895,55
2896,42
2897,42
2898,40
2899,37
2900,37
2901,49
2902,40
2903,42
2904,22
2905,49
2906,48
2907,40
2908,27
2909,49
2910,42
2911,66
2912,48
2913,46
2914,57
2915,46
2916,61
2917,24
2918,48
2919,42
2920,51
2921,42
2922,59
2923,61
2924,68
2925,61
2926,22
2927,33
2928,9
2929,11
2930,3
2931,7
2932,0
2933,0
2934,0
2935,7
2936,7
2937,0
2938,0
2939,0
2940,0
2941,0
2942,0
2943,0
2944,0
2945,3
2946,0
2947,0
2948,0
2949,0
2950,0
2951,0
2952,0
2953,0
2954,0
2955,0
2956,5
2957,7
2958,0
2959,1
2960,1
2961,5
2962,9
2963,5
2964,0
2965,7
2966,0
2967,9
2968,0
2969,0
2970,0
2971,0
2972,0
2973,0
2974,3
2975,5
2976,0
2977,0
2978,0
2979,3
2980,3
2981,3
2982,5
2983,3
2984,5
2985,5
2986,0
2987,1
2988,3
2989,25
2990,29
2991,49
2992,33
2993,37
2994,48
2995,40
2996,12
